ID,Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type,Target
5149349,1,1,1,0,0,0,0,2,4,5,180000,39.37657857,1.541441645,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5149352,1,1,1,0,0,0,0,0,2,28,225000,33.42436874,8.961169634,Commercial associate,Higher education,Married,House / apartment,Accountants,1
5149355,0,0,1,0,0,1,0,0,1,60,112500,39.20956625,4.794075169,Commercial associate,Higher education,Single / not married,House / apartment,High skill tech staff,0
5149356,1,0,1,1,0,0,0,0,1,38,306000,34.1909827,6.877622402,Commercial associate,Higher education,Single / not married,House / apartment,Other,0
5149361,0,0,1,0,1,0,1,0,2,18,180000,58.50633483,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5149372,0,0,1,0,0,0,0,0,2,4,157500,51.33301847,6.959759612,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5149378,1,1,1,0,1,1,0,1,3,30,360000,45.27676817,1.122541873,Commercial associate,Higher education,Married,House / apartment,Laborers,0
5149387,0,0,0,0,0,0,0,0,1,3,247500,23.43374607,1.045880477,Commercial associate,Higher education,Single / not married,With parents,Other,0
5149391,0,0,0,0,0,0,0,1,3,29,135000,37.47920902,3.208827012,Commercial associate,Secondary / secondary special,Married,With parents,Sales staff,0
5149413,0,0,1,0,1,0,0,2,4,13,315000,29.94448894,0.459968377,Commercial associate,Higher education,Married,House / apartment,Managers,0
5149414,0,1,0,0,0,0,0,0,2,27,112500,50.6019973,1.20741699,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,1
5149419,0,0,1,0,1,0,0,0,2,37,202500,59.3140174,19.37616789,Working,Higher education,Married,House / apartment,Core staff,0
5149427,1,0,0,0,0,0,0,0,1,24,315000,24.49331608,2.373765375,Working,Secondary / secondary special,Single / not married,House / apartment,Managers,0
5149430,0,1,1,0,0,0,0,0,1,49,112500,53.61917082,7.208909149,Working,Secondary / secondary special,Widow,House / apartment,Other,0
5149435,1,1,1,0,0,1,0,2,4,30,315000,36.83853878,5.960423554,Working,Higher education,Married,House / apartment,High skill tech staff,0
5149444,0,1,1,0,0,0,0,1,3,48,225000,35.00687899,0.626980705,Working,Higher education,Married,House / apartment,Other,0
5149445,1,1,1,0,0,0,0,0,2,5,238500,33.36687269,7.124034032,Working,Higher education,Married,With parents,Laborers,0
5149462,0,0,1,0,0,0,0,0,2,6,193500,42.29244954,4.711937959,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5149470,0,1,1,0,0,0,0,1,3,40,135000,30.87811522,6.792747284,Commercial associate,Higher education,Married,House / apartment,Other,0
5149488,0,1,1,1,0,0,0,0,2,26,90000,31.07798244,3.208827012,Working,Higher education,Married,House / apartment,Laborers,0
5149493,0,1,1,1,0,0,0,1,3,18,360000,33.85969596,2.540777702,Working,Higher education,Married,House / apartment,Core staff,0
5149499,1,0,1,0,0,1,0,0,2,17,157500,46.63203214,21.45971512,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5149514,0,1,1,0,0,0,1,0,1,12,249750,47.62315448,0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,Other,0
5149518,0,0,1,0,0,0,0,0,2,34,90000,45.6792405,6.710610074,Working,Lower secondary,Married,House / apartment,Medicine staff,0
5149524,0,0,1,0,1,0,1,0,2,14,112500,51.10577219,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5149528,0,0,1,0,0,0,0,1,3,17,126000,22.60142234,2.458640492,Working,Secondary / secondary special,Civil marriage,With parents,Core staff,0
5149529,0,0,1,0,0,0,0,0,2,38,130500,34.70570922,9.459468709,State servant,Secondary / secondary special,Married,House / apartment,Core staff,1
5149550,0,0,0,1,1,0,0,0,2,47,135000,37.80501995,3.37583934,Commercial associate,Secondary / secondary special,Civil marriage,With parents,Laborers,0
5149553,0,0,1,0,0,1,0,1,3,23,247500,39.3464616,3.627726784,Commercial associate,Higher education,Married,House / apartment,Managers,0
5149565,0,0,1,0,0,0,0,0,2,21,135000,46.44859237,2.540777702,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,0
5149583,0,1,1,0,0,0,0,2,4,36,126000,40.88516534,0.29295605,Working,Secondary / secondary special,Married,House / apartment,Security staff,0
5149588,0,0,1,0,0,1,0,1,3,51,90000,31.97601593,5.711274017,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5149591,0,0,1,0,1,0,0,0,2,51,157500,33.64613921,4.961087497,Working,Higher education,Married,House / apartment,Core staff,0
5149598,0,0,1,1,0,0,0,0,2,34,225000,48.89080542,0.626980705,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5149604,1,0,1,0,0,0,0,0,2,7,157500,28.3291238,6.625734957,Commercial associate,Higher education,Married,Rented apartment,Core staff,0
5149612,1,1,1,0,0,0,0,0,2,43,180000,33.85422014,3.123951895,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5149618,1,0,0,1,0,0,0,0,2,2,112500,23.40089119,2.710527937,Working,Incomplete higher,Civil marriage,With parents,Laborers,0
5149621,1,1,1,0,0,0,0,0,2,10,382500,28.6001766,6.625734957,Working,Higher education,Married,House / apartment,Laborers,0
5149635,0,0,1,0,0,0,0,0,2,43,157500,38.11440344,6.959759612,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0
5149641,0,0,1,0,0,0,1,0,1,11,292500,61.81098859,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,0
5149660,0,0,1,0,0,0,0,1,3,39,180000,32.63585152,8.12337009,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Realty agents,0
5149668,1,0,1,0,1,0,0,0,2,41,405000,44.81132398,5.878286344,Commercial associate,Higher education,Married,House / apartment,Drivers,0
5149674,0,0,1,0,1,0,0,0,2,3,157500,46.63477005,5.045962614,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5149675,0,1,1,0,0,0,0,3,5,46,405000,38.0185767,10.95984175,Working,Secondary / secondary special,Married,House / apartment,Accountants,0
5149693,0,0,0,0,0,0,0,0,2,33,157500,38.1746374,17.54177019,Working,Incomplete higher,Married,With parents,Core staff,0
5149698,1,0,1,0,0,0,0,0,1,59,171000,27.77606659,0.29295605,Working,Incomplete higher,Single / not married,House / apartment,Laborers,1
5149700,0,0,1,0,0,1,0,2,4,33,112500,33.75017968,3.044552592,Working,Secondary / secondary special,Married,House / apartment,Sales staff,1
5149703,0,0,1,0,1,0,0,1,3,12,90000,31.6885357,9.878368481,Working,Higher education,Married,House / apartment,High skill tech staff,0
5149714,0,0,1,0,0,0,0,0,2,19,180000,28.94515288,0.37509326,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
5149727,0,1,1,0,0,0,0,0,2,20,90000,52.29676174,4.711937959,Working,Secondary / secondary special,Married,House / apartment,Other,0
5149731,0,0,1,0,0,0,0,1,3,23,135000,31.72139058,4.794075169,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
5149738,0,1,1,0,0,0,0,0,2,54,238500,42.22673977,10.95984175,Working,Secondary / secondary special,Married,Rented apartment,Laborers,0
5149744,0,0,1,0,0,0,0,1,3,44,105750,34.91652806,3.794739112,Working,Secondary / secondary special,Married,With parents,Cleaning staff,0
5149745,1,1,0,0,0,1,0,0,2,38,360000,39.68322416,2.045216534,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5149748,0,0,1,0,1,0,0,1,2,17,180000,36.87139366,10.54094198,State servant,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,0
5149767,0,1,1,1,1,0,0,1,3,1,99000,35.05616132,1.045880477,Working,Secondary / secondary special,Married,House / apartment,Other,0
5149768,0,1,1,0,1,0,0,0,2,29,130500,44.18160537,25.7116847,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5149779,0,0,1,1,0,0,0,1,3,15,99000,31.19023662,11.04471687,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
5149781,0,0,1,0,0,0,0,1,3,33,270000,40.66339487,1.374429318,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5149790,0,1,0,0,0,0,0,1,3,17,157500,30.95751453,3.627726784,Working,Secondary / secondary special,Civil marriage,Municipal apartment,Sales staff,0
5149794,1,0,0,0,0,0,0,0,2,11,247500,24.07441631,2.877540264,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Drivers,0
5149799,0,0,1,1,1,0,0,0,2,49,126000,28.5235152,5.541523782,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,Laborers,1
5149800,0,0,1,0,1,1,0,0,1,16,135000,27.03135588,5.711274017,State servant,Incomplete higher,Single / not married,With parents,Other,1
5149810,0,0,0,0,0,0,0,0,2,1,202500,33.43532037,12.20832734,State servant,Secondary / secondary special,Civil marriage,Municipal apartment,Other,0
5149812,0,0,1,0,0,0,0,0,2,50,180000,54.68421665,14.54102411,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5149819,0,0,1,0,0,0,0,0,2,14,103500,51.54383731,2.291628165,Commercial associate,Higher education,Married,House / apartment,Cleaning staff,0
5149825,1,1,1,0,0,0,0,0,2,39,315000,47.49721076,6.625734957,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5149833,0,0,1,0,1,1,0,0,2,21,157500,33.9144541,3.627726784,Commercial associate,Higher education,Married,House / apartment,Medicine staff,1
5149839,0,0,1,0,0,0,1,0,2,21,225000,52.35151988,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5149843,0,1,1,0,0,0,0,0,2,19,144000,46.37740679,2.959677475,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5149845,0,0,1,0,0,0,1,0,1,55,135000,59.85886089,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,1
5149846,1,1,1,0,0,0,0,1,3,1,360000,44.49098886,2.045216534,Working,Higher education,Married,House / apartment,Managers,0
5149849,1,1,1,1,1,0,0,2,4,21,225000,40.85778627,14.87778668,Working,Secondary / secondary special,Married,House / apartment,Other,0
5149854,1,0,1,0,0,0,0,0,1,0,270000,25.1257726,0.626980705,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5149855,1,1,0,0,0,0,0,0,1,3,112500,26.07856424,5.045962614,Commercial associate,Secondary / secondary special,Separated,House / apartment,Laborers,0
5149858,0,1,1,0,0,0,0,2,4,28,121500,39.09731206,1.459304435,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5149859,0,0,1,0,0,0,0,2,4,9,90000,35.56267411,16.96133391,State servant,Secondary / secondary special,Married,With parents,Drivers,0
5149864,0,0,1,0,0,0,0,2,3,53,157500,37.55313251,3.627726784,Working,Secondary / secondary special,Separated,House / apartment,Laborers,0
5149867,0,0,1,0,0,0,1,0,2,40,117000,49.30696729,0,Pensioner,Higher education,Married,House / apartment,Other,0
5149871,0,0,0,1,0,1,0,0,2,11,171000,51.25361917,5.459386572,Working,Secondary / secondary special,Married,Municipal apartment,Sales staff,0
5149873,0,0,1,0,0,1,0,1,3,27,90000,26.11963285,2.62565282,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
5149876,0,1,1,0,1,0,0,1,3,15,391500,47.70255378,1.292292107,Commercial associate,Higher education,Married,House / apartment,Managers,0
5149884,0,0,1,0,0,0,0,0,2,30,202500,43.6449756,15.96199785,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0
5149898,1,0,0,0,0,0,0,0,1,5,265500,28.3674545,1.292292107,State servant,Higher education,Single / not married,With parents,Core staff,1
5149899,0,0,1,0,0,0,0,0,2,49,126000,48.92913612,2.62565282,Working,Higher education,Married,House / apartment,Core staff,0
5149907,0,1,1,0,0,0,0,0,2,43,112500,42.88109954,7.375921477,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5149915,0,0,1,0,0,1,0,1,2,9,252000,43.74627816,6.54085984,State servant,Higher education,Single / not married,House / apartment,Core staff,0
5149925,0,0,0,0,0,0,0,0,2,12,450000,51.54383731,1.878204207,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5149945,0,0,1,1,1,0,0,0,2,46,180000,60.85819695,1.878204207,Working,Higher education,Married,House / apartment,High skill tech staff,0
5149952,0,0,1,0,0,0,0,1,3,55,67500,29.52558916,6.877622402,Commercial associate,Higher education,Married,House / apartment,Core staff,0
5149953,0,0,1,0,0,0,0,0,1,59,180000,39.09457415,8.046708694,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5149972,0,1,0,0,0,0,0,0,2,15,247500,59.33044484,2.045216534,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5149976,0,0,1,0,0,0,0,1,3,6,405000,34.85903201,12.37533967,State servant,Higher education,Married,House / apartment,Core staff,0
5149987,0,1,1,0,0,0,0,0,2,35,315000,46.01052725,2.206753048,Working,Secondary / secondary special,Married,House / apartment,Other,0
5149993,1,1,1,1,0,0,0,0,2,5,220500,31.27511174,1.20741699,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5150000,1,1,1,0,1,0,0,1,2,28,225000,47.10569006,5.626398899,Working,Higher education,Separated,Municipal apartment,Security staff,0
5150009,1,1,1,0,0,0,0,1,3,12,180000,39.56275625,8.879032424,Working,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5150032,0,1,1,1,0,0,0,3,5,2,112500,26.69185541,3.712601901,Working,Secondary / secondary special,Civil marriage,House / apartment,Cleaning staff,0
5150036,1,0,0,0,0,0,0,0,1,4,180000,35.00140318,4.20816307,Working,Secondary / secondary special,Single / not married,With parents,Drivers,0
5150041,0,1,1,0,0,0,0,0,1,40,54000,23.61992375,4.20816307,State servant,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,0
5150047,0,0,1,0,0,0,0,0,2,35,283500,49.16733403,1.79332909,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5150053,0,0,1,0,0,0,0,0,1,12,180000,24.2633319,1.960341417,Working,Incomplete higher,Single / not married,House / apartment,Laborers,0
5150058,0,0,1,0,1,0,0,0,2,11,63000,46.85927842,0.626980705,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
5150061,1,0,1,0,0,0,0,0,1,27,225000,28.83016078,6.373847512,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5150067,0,0,1,1,0,1,0,2,4,26,225000,30.91097011,1.711191879,Commercial associate,Higher education,Married,House / apartment,Core staff,0
5150070,0,0,1,0,0,0,0,2,4,56,112500,31.89114082,8.879032424,State servant,Higher education,Married,House / apartment,Core staff,0
5150072,1,1,0,0,0,0,0,0,1,15,67500,24.76984469,1.960341417,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,Security staff,0
5150074,1,1,1,1,0,0,0,0,1,11,279000,50.21595242,1.878204207,Working,Secondary / secondary special,Separated,House / apartment,Drivers,0
5150077,1,1,1,0,0,0,0,1,3,23,360000,29.62689172,7.794821249,Commercial associate,Higher education,Married,Rented apartment,Managers,0
5150081,0,0,1,0,0,0,0,0,2,52,292500,34.66464062,5.626398899,Commercial associate,Higher education,Married,House / apartment,Managers,0
5150112,0,1,0,0,0,0,0,0,2,2,63000,36.38130831,16.18103041,Commercial associate,Higher education,Married,With parents,Other,0
5150115,0,1,1,1,1,0,0,1,3,29,90000,48.50202263,18.84775184,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5150121,0,1,1,0,0,0,0,0,2,22,225000,42.65385326,0.761138148,Working,Higher education,Married,House / apartment,Accountants,0
5150122,1,0,1,0,0,0,0,0,1,5,157500,48.38976844,12.43283572,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5150126,0,0,1,1,1,0,0,0,1,25,90000,50.81829196,9.76063848,Working,Secondary / secondary special,Separated,House / apartment,Other,1
5150142,0,0,0,0,0,0,0,0,1,18,117000,45.02488073,0.930888382,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5150144,0,0,1,0,0,0,0,2,3,19,112500,33.18617083,10.17953825,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,0
5150164,0,0,0,0,1,0,1,0,1,6,135000,64.73233537,0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,Other,0
5150165,0,0,0,0,0,0,1,0,2,38,252000,57.76983785,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,1
5150176,0,0,1,0,1,0,1,0,2,48,150750,66.69541469,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5150183,1,0,1,0,0,0,1,0,1,32,225000,26.32223797,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,0
5150189,0,0,0,0,0,0,1,1,3,18,135000,32.82476711,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5150208,0,0,1,0,0,0,0,0,2,59,81000,42.0049693,15.84700576,Working,Secondary / secondary special,Married,House / apartment,Low-skill Laborers,0
5150217,1,1,1,0,0,0,0,0,2,29,116100,27.75142542,6.683231004,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5150237,0,1,1,1,0,0,0,0,2,0,90000,52.25021732,0.350452097,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
